"artist","album","year","song","lyrics" 
"Pink","Hurts 2B Human",2019,"Happy","Mmm, may— Mmm, may— Since I was 17 I've always hated my body And it feels like my body's hated me Can somebody find me a pill to make me un-afraid of me? Seen every therapist, but I'm a cynical bitch I take another hit, I find another fake fix 'Cause it's easier than healing I don't wanna be this way forever Keep telling myself that I'll get better Every time I try I always stop me Maybe I'm just scared to be happy Maybe Since I was 22 I've been with somebody who loves me And I've been tryna believe it's true, mmm But my head always messes up my heart, no matter what I do Seen every therapist, but I'm a cynical bitch I take another sip, I swear it's my last fix 'Cause it's easier than healing 'Cause I don't wanna be this way forever Keep telling myself that I'll get better Every time I try I always stop me Maybe I'm just scared to be happy I don't wanna be this way forever Keep telling myself that I'll get better Every time I try I always stop me Maybe I'm just scared to be happy Maybe I'm just scared to be happy Maybe I'm just scared to be happy I'm so scared of having something to lose I'm scared of being somebody new I'm so scared of all them seeing the truth 'Cause right now I've got nothing But I don't wanna be this way forever Keep telling myself that I'll get better Every time I try I always stop me Maybe I'm just scared to be happy Maybe I'm just scared to be happy Maybe I Maybe I'm I'm scared to be happy"
"Pink","Hurts 2B Human",2019,"We Could Have It All","There were no black cats in our path I've been side-stepping cracks in the pavement Everybody thought we would be the ones to have it all I could be the one, we could be the ones to have it First envy, then comes shame, then secrets, and then blame The quiet resignation on your face You've spoken all your truths, you're shaken and you're bruised There's nothing left to prove Always, always, we could be What you promised me So close, so close, weren't we? We almost had it Always, always, you can get what you want But not what you need Someday, someday, you and me We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) There were no second thoughts in my head There were no monsters underneath our bed Everybody thought we would be the ones to have it all We could've been the ones, I should've been the one to have it First envy, then comes shame, then secrets, and then blame The quiet resignation on your face You've spoken all your truths, you're shaken and you're bruised There's nothing left to prove Always, always, we could be What you promised me So close, so close, weren't we? We almost had it Always, always, you can get what you want But not what you need Someday, someday, you and me We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We got nothing left to lose We got nothing left to prove You and I know the truth There was nothing else that we could do Always, always, we could be What you promised me So close, so close, weren't we? We almost had it Always, always, you can get what you want But not what you need Someday, someday, you and me We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all) We could have it all (We could have it all, we could have it all)"
"Pink","Hurts 2B Human",2019,"Love Me Anyway","Even if you see my scars, Even if I break your heart, If we're a million miles apart, Do you think you'd walk away? If I get lost in all the noise? Even if I lose my voice, Flirt with all the other boys, What would you say? Could you? Could you? Could you love me anyway? Is it for better or for worse, Or am I just your good-time girl? Can you still hold me when it hurts, Or would you walk away? Even if I scandalize you, Cut you down and criticize you, Tell a million lies about you, What would you say? Could you? (You) Could you? (You) Could you? (You) Could you love me anyway? Could you? (Ah, could you?) Could you? (Could you?) Could you? Could you love me anyway? Could you? Could you? (Could you still love me?) Could you? (Pick up the pieces of me?) Could you? (Could you still love me?) Could you love me anyway? Could you? (Could you still love me?) Could you? (Pick up the pieces of me?) Could you? (Could you still love me?) Could you love me anyway? Could you? (Could you catch me when I fall?) Could you? (And we rise above it all) Could you? (Will you hold me when it hurts?) I can't stay here in the world Could you? Could you? Could you? Could you?"
"Pink","Hurts 2B Human",2019,"Circle Game","For all my hard talk, I'm still just a daddy's girl In this hard shell, there's tiny cracks from a big world And there's still monsters in my closet and they want to come and play There's still sounds in the dark, I wish they'd go away I know, I know, I know, I know I'm a big girl now I know, I know, I know, I know I better work it out I've got a little girl of my own and she looks at me Like I'm a badass and you know that I wanna be And now there's monsters in her closet and they wanna come and play And I start looking for my dad to come and make 'em go away I know, I know, I know, I know that it's my job now I know, I know, I know, I know I better work it out In the circle game, no one ever stopped to say Soon it's gonna change, it all just goes away Count your lucky stars that you had a chance to play In the circle game, no one ever stops to say Soon it's gonna change, it all just goes away Count your lucky stars that you had a chance to play In the circle game I had a hard day, and I need to find a hiding place Can you give me just a second to make it through these growing pains? And I know that it's just life and I must go through things alone But I'm feeling kinda small, I want his hand to hold I know, I know, I know, I know I'm a big girl now Yeah, I know, I know, I know, I know we all just work it out In the circle game, no one ever stopped to say Soon it's gonna change, it all just goes away Count your lucky stars that you had a chance to play In the circle game, no one ever stopped to say Soon it's gonna change, it all just goes away Count your lucky stars that you had a chance to play In the circle game What is old, can it be new again? And what goes out, does it come back in? And we have to say goodbye, can we say hello again? Oh, where's the book that shows you how to be a big girl now? Can I fall apart one more time before I work it out? In the circle game, no one ever stopped to say Soon it's gonna change, it all just goes away Count your lucky stars that you got a chance to play In the circle game, no one ever stopped to say Soon it's gonna change, it all just goes away Count your lucky stars that you got a chance to play In the circle game, in the circle game In the circle game, in the circle game In the circle game"
"Pink","Hurts 2B Human",2019,"The Last Song Of Your Life","If you had one song left inside your soul What would you sing tonight? If you had one chance left before we're old The last song of your life What is it you wait for? Tell me who you are Not what you've rehearsed, all the other parts It is of no interest at all to me What you have or who you know Can you tell me just where you have been? And what you've learned from it all Tell me what you dance for How you've been a fool I don't want the headlines, I just want the truth It would be so good to see the real you again It's been a long time, my friend If this is the last song of your life Then I'm inviting you to get it right When you're authentic, you're incredible I like the view behind your eyes There was no one else who could break it down And cut right through to the heart I just wanna lie underneath this tree While you whisper secrets on a melody It would be so good to see the real you again It's been a long time, my friend If this is the last song of your life Then I'm inviting you to get it right"
"Pink","Hurts 2B Human",2019,"More","Don't know where I will go Cold feet, hot headed If you care to know what's real, I've said it I'm tired of taking time I'm tired of wasting daylight While you are sleeping tight If you won't wake up, forget it Give me something more More than just words More than making my heart hurt More than all the madness If you can imagine All that I am asking Give me something more Give me something more In between all of this Stuck under pressure If you never look back, remember It's such a long way down Trying to chase these doubts Can you erase them now and Come make this bitter better? Give me something more More than just words More than making my heart hurt More than all the madness If you can imagine All that I am asking Give me something more Give me something more Give me something more Give me something more Make it all or make it nothing Take the wrong and make it right Gotta show me what you're thinking Show me forever, show me tonight Give me something more More than just pain More than making my heart ache More than all your logic Show me that we've got it That we never lost it Give me something more More than just words Something that will make my heart burn More than all the madness If you can imagine All that I am asking Give me something more Give me something more Give me something more More Give me something more Give me something more Give me something more Give me something more"
"Pink","TRUSTFALL",2023,"When I Get There","I think of you when I think about forever I hear a joke and I know you would have told it better I think of you out of the blue When I'm watching a movie that you'd hate And you'd say it You were never one to hesitate You were always first in line So why would it be different for heaven But I got a couple questions Is there a bar up there Where you've got a favorite chair Where you sit with friends And talk about the weather? Is there a place you go To watch the sunset and oh Is there a song you just can't wait to share? Yeah I know you'll tell me when I get there Do you think of me? Do you wish that I would slow down? Are there some things that you've seen that feel like home now? Are you up there climbing trees, singing brand new melodies? I hope you are, I know you are Is there a bar up there Where you've got a favorite chair Where you sit with friends And talk about the weather? Is there a place you go To watch the sunset and oh Is there a song you just can't wait to share? Yeah I know you'll tell me when I get there Yeah you'll tell me when I get there Will you save me a place with all those pearls of wisdom? Yeah I'll make some mistakes and you'll watch me as I live them Til I'm through, 'til I'm with you Is there a bar up there Where you've got a favorite chair Where you sit with friends And talk about, talk about the weather? Is there a place you go To watch the sunset and oh Is there a song you just can't wait to share? Yeah I know you'll tell me when I get there yeah I think of you when I think about forever"
"Pink","TRUSTFALL",2023,"TRUSTFALL","Trustfall, baby It's a trustfall, baby Picture a place where it all doesn't hurt Where everything's safe and it doesn't get worse, oh my We see through bloodshot eyes Picture a place somewhere else far away Where you know what they mean and they mean what they say to us And would that be enough? Are we running out of time? Are we hiding from the light? Are we just too scared to fight for what we want tonight? Close your eyes and leave it all behind Go where love is on our side It's a trustfall, baby It's a trustfall, baby You and I and everyone alive We can run into the fire It's a trustfall, baby Yeah it's a trustfall, baby Jump with me, come with me, burn like the sun We'll talk then we'll cry then we'll laugh 'til we're done, oh my It's like we're out our minds We've been running for our lives We've been hiding from the light We've been far too scared to fight for what we want tonight Close your eyes and leave it all behind Go where love is on our side It's a trustfall, baby It's a trustfall, baby You and I and everyone alive We can run into the fire It's a trustfall, baby Yeah, it's a trustfall, baby What if we just fall? I'm not going without you And you're not going alone I fell so far till I found you But you know what you know when you know So I'm not going without you And you're not going alone 'Cause you know when you know Close your eyes and leave it all behind Go where love is on our side It's a trustfall, baby It's a trustfall, baby What if we just fall? What if we just fall? What if we just fall? What if we just fall? What if we just fall? What if we just fall? What if we just-"
"Pink","TRUSTFALL",2023,"Turbulence","You and I Happy ending and a tragedy combined But we both can't live without it and we tried We should take our own advice Don't give up There's a mountain in the middle of the road It'll take a little longer to get home Baby, all we've got is time You can't help when your stomach sinks See your life happen in a flash In your head it could be so real That you almost feel the crash The panic is temporary But I'll be permanent So when it hits, don't forget As scary as it gets It's just turbulence Close your eyes Pretend you're driving on an bumpy road at night You can meet me in the corners of your mind We can build a new cloud nine If you're alive Then it means that you're committed to survive That's enough to drain the life from you sometimes But I hold on tight You can't help when your stomach sinks See your life happen in a flash In your head it could be so real That you almost feel the crash The panic is temporary But I'll be permanent So when it hits, don't forget As scary as it gets It's just turbulence Hold my hand, hold your breath And I'll find a place to land Where you're safe, never break Where the morning never ends When you say that you can't I will watch you dance through this turbulence It's turbulence You can't help when your stomach sinks See your life happen in a flash In your head it could be so real That you almost feel the crash The panic is temporary But I'll be permanent So when it hits, don't forget As scary as it gets It's just turbulence It's turbulence It's just turbulence"
"Pink","TRUSTFALL",2023,"Long Way To Go","Who do you love? Let it roll off your tongue Who do you love? When it all falls down Crying for help But you don't pick up your phone Probably drunk You couldn't stop, couldn't stop, couldn't realize And are your enemies real in your real life? I could stay up with you, up with you all night I wanna know how you feel on the inside We got a long way We got a long way to go You're what I want You're what I want I'm in a desperate way Filling my cup Filling my cup Pretend it's all okay Watch me above Watch me above Flickering like a flame Want ain't enough It's never enough I think I could stop, I could stop, don't you realize? That all my demons and fears disappear now When you stay up with me, up with me all night I wanna show you my scars in the daylight We got a long way We got a long way to go And those heavy hours they move so slow We got a long way We got a long way to go Laying there Shaking hard Sweatin' bullets in the dark You always say, It ends the same You never try, you never change Do you? Oh We got a long way We got a long way to go When the feeling comes the pain dies slow We got a long way We got a long way to go And those heavy hours they move so slow We got a long way We got a long way to go So hold me down or tie me up We got a long way We got We got a long way to go We gotta go We got a long way We got a long way to go We got a long way We got a long way to go"
"Pink","TRUSTFALL",2023,"Kids In Love","I've sat at the bleachers Watching life unfold I've been a bystander To a sight to behold I've played the victim I'm the one who let it burn If you don't fuck up Well then you'll never learn And I've been ruminating Things I never said We used to chase the sun We used to have our fun We were two young fools, oh kids in love Before your change of heart Before it all got dark We were two young fools, oh kids in love Oh I-I-I'm still living there This time I'll make it last Now you're the perfect father To kids that aren't mine Saw you got married So handsome in your suit and tie And you couldn't help me I'd make it up to you If you were by my side And I've been ruminating Things I never said We used to chase the sun We used to have our fun We were two young fools, oh kids in love Before your change of heart Before it all got dark We were two young fools, oh kids in love Oh I-I-I'm still living there This time I'll make it last And I will never give up You will never know I'll keep living in my mind still Where our love grows old and just goes on and on and We used to chase the sun We used to have our fun We were two young fools, oh kids in love Before your change of heart Before it all got dark We were two young fools, oh kids in love Oh I-I-I'm still living there This time I'll make it last"
"Pink","TRUSTFALL",2023,"Never Gonna Not Dance Again","If someone told me that the world would end tonight You could take all that I got, for once I wouldn't start a fight You could have my liquor, take my dinner, take my fun My birthday cake, my soul, my dog, take everything I love But, oh, one thing I'm never gonna do Is throw away my dancin' shoes and Oh, lord, don't try me, really, not tonight I'll lay down and die, I'll scream and I'll cry We've already wasted enough time I'm never gonna not dance again I'm never gonna not dance again Oh, I just wanna pop and lock to my records Take off all of my clothes Never gonna not dance again (Oh) Da da da dance da dance, I'm gonna dance, bruh Da da da dance da dance, I'm gonna dance I want my life to be a Whitney Houston song (I wanna dance) I got all good luck and zero fucks, don't care if I belong, no If I could kill the thing that makes us all so dumb We're never getting younger, so I'm gonna have some fun 'Cause, oh, one thing I'm never gonna do Is throw away my dancing shoes and Oh, lord, don't try me, really, not tonight I'll lay down and die (I'll lay down and die) I'll scream and I'll cry (I'll scream and I'll cry) You know that I'm starting a fight I'm never gonna not dance again I'm never gonna not dance again Oh, I just wanna pop and lock to my records Take off all of my clothes Never gonna not dance again (Oh) Da da da dance da dance, I'm gonna dance, bruh Da da da dance da dance, I'm gonna dance Da da da dance da dance, I'm gonna dance, yeah Da da da dance da dance I'll lay down and die, I'll scream and I'll cry You know that I'm starting a fight (Fight) I'll lay down and die, I'll scream and I'll cry We've already wasted enough time We've already wasted enough time I'm never gonna not dance again I'm never gonna not dance again Oh, I just wanna pop and lock to my records Take off all of my clothes Never gonna not dance again (hey, hey) I'm never gonna not dance again Dance again Dance again Dance again So let the music play 'til the end Dance again Never gonna not dance again Dance again Let it play yeah Dance again Dance again Come on, come on Yeah, yeah I'm never gonna not gonna dance again So let the music play 'til the end"
"Pink","TRUSTFALL",2023,"Runaway","Oh, oh, oh, oh Oh, oh, oh, oh Stepping out of the shade I wanna bathe in the light They're giving us a bad name Being good never felt quite right I know there's someplace better Far away from here We're gold as long as we're together Hey, yeah-yeah We were born to run away (Whoa, oh) Top down, no doubt We were born to run away (Whoa, oh) Break out the blue horizon We'll never settle, pedal to the floor Got every day to live for We were born to run away (Whoa, oh) Oh yeah Born to run away We'll be living in color Yesterday was black-and-white No more looking over my shoulder We'll be in paradise I know there's someplace better Far away from here We're gold as long as we're together Hey, yeah-yeah We were born to run away (Whoa, oh) Top down, no doubt We were born to run away (Whoa, oh) Break out the blue horizon We'll never settle, pedal to the floor Got every day to live for We were born to run away (Whoa, oh) Oh yeah Born to run away And we'll drive through the night Following the moonlight I'll be right by your side We were born to run away (Whoa, oh) Ooh, yeah-yeah-yeah Top down, no doubt We were born to run away (Whoa, oh) Oh, oh yeah Break out the blue horizon We'll never settle, pedal to the floor No, no Got every day to live for We were born to run away (Whoa, oh) Oh yeah Born to run away Runaway Oh, yeah-yeah-yeah Runaway with me Runaway Runaway with me Born to run away"
"Pink","TRUSTFALL",2023,"Last Call","Ha, ha, ha, ha, ha, ha, ha, ha, ha Ha, ha, ha, ha, ha, ha, ha, ha, ha I wanna stay Shelter in place And I'm there beside you We're the sun and the moon We're glitter and glue As long as I can find you I can see angels, they're walkin' and talkin' But nobody's listening, the whole sky is falling I'm scared like hell has found us I see halos all around us Last call before the world ends Right before the avalanche Last shot for us to make amends Do you think I could have this dance? It's all just a game, a game of chance Oh, oh, oh Last call before the world ends Mm, and we'll all be like Ha, ha, ha, ha, ha, ha, ha, ha, ha Yeah, and we'll all be like Ha, ha, ha, ha, ha, ha, ha, ha, ha So here's to the fears And happy tears What would I do without you? Let's not go home Let's not die alone That's what it all comes down to It sure was good while it lasted Right now we're fuckin' blasted Last call before the world ends Right before the avalanche Last shot for us to make amends Do you think I could have this dance? It's all just a game, a game of chance Oh, oh, oh Last call before the world ends Mm, and we'll all be like Ha, ha, ha, ha, ha, ha, ha, ha, ha Yeah, and we'll all be like Ha, ha, ha, ha, ha, ha, ha, ha, ha Yeah and we'll all be like Hold on Dance with me Hold on Dance with me Hold on Dance with me Hold on Last call before the world ends Right before the avalanche Last shot for us to make amends Do you think I could have this dance? It's all just a game, a game of chance Oh, oh, oh Last call before the world ends Yeah, and we'll all be like Ha, ha, ha, ha, ha"
"Pink","TRUSTFALL",2023,"Hate Me","Victim, such a perfect victim Living in this prison Most, they would kill themselves To be in here with me But you blame me Don't you love to shame me Everything you fucked up, failed at Broke or lost and it's all my fault But I know it's not So hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me Or it's all on you Oh no, here we go, welcome to the shit show Hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me Or it's all on you Oh no, here we go, light it up and let it go I'm not your bitch Wanna light me up like an evil witch For my exit How I disappear, it's my magic trick A deflection From your true reflection And you just get hazier and blurrier The more time ticks along Bad guy, I'm the perfect bad guy She's a nut, she talks too much She's loud and drunk Let's take her down a size So hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me Or it's all on you Oh no, here we go, welcome to the shit show Hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me Or it's all on you Oh no, here we go, light it up and let it go I'm not your bitch Wanna light me up like an evil witch For my exit How I disappear, it's my magic trick I'm not your bitch Oh hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me And it's all on you, oh So hate me, hate me I'm the villain you made me, made me I'm the monster, you need me, need me Or it's all on you Oh no, here we go, light it up and let it go I'm not your bitch Wanna light me up like an evil witch For my exit How I disappear, it's my magic trick I'm not your bitch Hate me, hate me Wanna light me up like an evil witch Hate me, hate me For my exit How I disappear, it's my magic trick"
"Pink","TRUSTFALL",2023,"Lost Cause","Is it me? 'Cause I know that you noticed I hate kissing you with my eyes closed Keep 'em open and stare at your face making sure that your eyes close 'Cause I was never taught to trust somebody, nobody Is it you? 'Cause you pushed all my buttons and turned yourself into a trigger And it feels like I'm stuck at a party without any liquor And now the music stopped and we're not dancing, there's no dancing Oh, oh, oh Throw your sticks and stones at me But don't tell me I'm a lost cause Don't tell me I'm a lost cause Say you're sick of my guts But don't tell me I'm a lost cause Tell me I'm a loser Tell me I'm a stranger You don't want to see again But don't tell me I'm a lost cause I'm a bitch A possessive and jealous love addict but, boy, you're an asshole And I'm tired of thinking that tragic's romantic, it's bad hope If all that's left to do is leave Don't twist your knife as you're walking away You could end lives with the words that you say Oh, oh, oh Throw your sticks and stones at me But don't tell me I'm a lost cause Don't tell me I'm a lost cause Say you're sick of my guts But don't tell me I'm a lost cause Tell me I'm a loser Tell me I'm a stranger You don't want to see again But don't tell me I'm a lost cause Don't tell me I'm lost cause"
"Pink","TRUSTFALL",2023,"Feel Something","I usually break the things that I love I usually break the things that I love I build 'em up too high just to watch them fall down The sins of my father are heavy I carry the weight on my back Wouldn't you think by now I'd be ready? To love myself and to love each other With open arms But my heart's not ready to love you I'm not ready for this My feet are getting sore, but I keep running I do it again and again and again, but I found nothing I gave my heart to the wolves and they tore it open I did it again and again and again and I got nothing But I'll do it again and again and again till I feel something White room, but I closed all the curtains White room, but I closed all the curtains It's only a matter of time before the good starts hurting Momma always said keep the bad things you do in the closet But when they start overflowin' you get a house full of problems When a good tree dies bad fruit starts fallin' My feet are getting sore but I keep running I do it again and again and again, but I found nothing I gave my heart to the wolves and they tore it open I did it again and again and again and I got nothing But I'll do it again and again and again till I feel something I'll do it again and again and again till I feel something"
"Pink","TRUSTFALL",2023,"Our Song","Where to start When only love breaks your heart Watching this fall apart As we dance in the dark Eyes wide shut Where did we lose our touch I needed you so damn much Why is everything hard When you're winning the war But you lose so much more Is it worth it, I don't understand Used to die for each other That song made us lovers All over and over again Now we don't know even know the words to it anymore And you don't look at me that way like you did before Now it's just another song on the dance floor And we don't even know the words to it anymore Took for granted Both of us empty-handed But if I had one more chance I would do it again When you're winning the war But you lose so much more Is it worth it, I don't understand Float away in the covers That song made us lovers All over and over again Now we don't know even know the words to it anymore Oh, you don't look at me that way like you did before Oh-oh, oh, now it's just another song on the dance floor And we don't even know the words to it anymore Na-na, na-na, na-na, na, na-na, na-na, na Oh, na-na, na-na, na-na, na, na-na, na-na, na And now it's just another song on the dance floor And we don't even know the words to it anymore Na-na, na-na, na-na, na, na-na, na-na, na Na-na, na-na, na-na, na, na-na, na-na, na"
"Pink","TRUSTFALL",2023,"Just Say I'm Sorry","One, two Just say I'm sorry It's not the hardest thing to do Just say you're wrong sometimes And I'd believe you 'Cause I love you Just say I'm sorry Everybody wants to be The one who's right Everybody wants the last word To end the fight Every day is a new day With a chance to choose Sometimes the way you win Is to say you lose Just say I'm sorry It's not the hardest thing to do Just say you're wrong sometimes And I'd believe you 'Cause I love you Just say I'm sorry Love is a gamble And the stakes are high And all that's on the table Is a bad goodbye You say you'd die for me So I don't know why You can't pull the trigger And kill your pride Just say I'm sorry It's not the hardest thing to do Just say you're wrong sometimes And I'd believe you 'Cause I love you Just say I'm sorry Just say I'm sorry It's not the hardest thing to do Just say you're wrong sometimes And I'd believe you 'Cause I love you Just say I'm sorry 'Cause I love you"
"Pink","TRUSTFALL",2023,"Irrelevant","I think it might rain today Ash on the ground Took all the heat we could take And then burnt it down Now it's a real parade We're all welcome now As long as you feel afraid That's what's it about You can call me irrelevant, insignificant You can try to make me small I'll be your heretic, you fucking hypocrite I won't think of you at all Sticks and stones and all that shit Does Jesus love the ignorant? I like to think he'd gladly take us all The kids are not alright None of us are right I'm tired but I won't sleep tonight 'Cause I still feel alive The kids are not alright None of us are right I'm tired but I won't sleep tonight 'Cause I still feel alive I can't tell the difference Between fight or flight I guess I'm indifferent Since I don't have the right I stay under covers now I'm afraid to go out I'll wait for tornadoes To come take me out You can say that I'm ignorant, insignificant But I've been here all along I'll be your heretic, you fucking hypocrite You can't ever catch us all Sticks and stones and all that shit Does Jesus know I'm innocent? I'd like to think he'd gladly take us all The kids are not alright, no None of us are right I'm tired but I won't sleep tonight 'Cause I still feel alive The kids are not alright None of us are right I'm tired but I won't sleep tonight 'Cause I still feel alive Oh oh yeah Girls just wanna have rights So why do we have to fight? Girls just wanna have rights So why do we have to fight? Girls just wanna have rights So why do we have to fight? (Whoa, yeah) Girls just wanna have rights So why do we still have to fight? (Oh oh, yeah) The kids are not alright, no 'Cause none of us are right I'm tired but I won't sleep tonight 'Cause I still feel alive These kids are not alright None of us are right I'm tired but I won't sleep tonight I still feel alive You can call me irrelevant, insignificant I won't call on you at all"
"Pink","TRUSTFALL",2023,"All Out Of Fight","We had life in our eyes, and the world was on our side Speeding along with no map, it was all green lights It was just you and I When something dies, doesn't mean that it's over We're not like them, we don't have to be cold as ice We could be you and I So take my hand for the last time And find my eyes with yours I'm all out of fight My heart will always know your name I'm all out of love But look at all the love we made I'm all out of life Oh, babe, it's killing me to say I'm all out of love, I'm all out of life, I'm all out of fight We were two broken parts from the same old junk yard Battered and bruised, and we tried so goddamn hard To be you and I I'm proud of us, babe, 'cause we held through the pain And when everything hurt, we still ran through the rain and the night That was you and I So come here close for the last time Put your heart on mine Oh, I'm all out of fight My heart will always know your name I'm all out of love But look at all the love we made I'm all out of life Oh, babe, it's killing me to say I'm all out of love, I'm all out of life, I'm all out of fight I never asked for easy But it shouldn't be this hard I'm all out of fight My heart will always know your name I'm all out of love But look at all the love we made I'm all out of life Oh, babe, it's killing me to say I'm all out of love, I'm all out of life, I'm all out of fight, oh yeah I'm all out of fight My heart will always know your name I'm all out of love But look at all the love we made I'm all out of life Oh, babe, it's killing me to say I'm all out of love, I'm all out of life, I'm all out of fight I'm all out of fight"
"Rihanna","Music Of The Sun",2005,"Pon De Replay","Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? It goes one by one, even two by two Everybody on the floor, let me show you how we do Let's go, dip it low, then you bring it up slow Wind it up one time, wind it back once more Come run, run, run, run Everybody move, run Lemme see you move and rock it 'til the groove done Shake it 'til the moon becomes the sun (Sun) Everybody in the club, give me a run (Run) If you ready to move say it (Yeah) One time for your mind say it (Yeah, yeah) Well, I'm ready for ya Come let me show ya You want to groove, I'mma show you how to move Come Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Hey, Mister Please, Mr. DJ Tell me if you hear me Turn the music up (Hey, Mister) Hey, Mister Please, Mr. DJ Tell me if you hear me Turn the music up It goes one by one, even two by two Everybody in the club gon' be rocking when I'm through Let the bass from the speakers run through ya sneakers Move both ya feet and run to the beat Come run, run, run, run Everybody move, run Lemme see you move and rock it 'til the groove done Shake it 'til the moon becomes the sun (Sun) Everybody in the club give me a run (Run) If you ready to move say it (Yeah) One time for your mind say it (Yeah, yeah) Well, I'm ready for ya Come let me show ya You want to groove, I'mma show you how to move Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Come, Mr. DJ, song pon de replay Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Hey, Mister (Hey, Mister) Please, Mr. DJ Tell me if you hear me Turn the music up (Turn the music up right now) Hey, Mister (Oh, Mister) Please, Mr. DJ Tell me if you hear me Turn the music up (Turn the music up right now) Okay, everybody get down if you feel me Put your hands up to the ceiling Everybody get down if you feel me Come and put your hands up to the ceiling Everybody get down if you feel me Put your hands up to the ceiling Everybody get down if you feel me Come and put your hands up to the ceiling Come, Mr. DJ, song pon de replay (Come, Mr. DJ, song pon de replay) Come, Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up? Come, Mr. DJ, song pon de replay (Hey Mr. DJ, boy) Hey Mr. DJ, won't you turn the music up? All the gyal pon the dance floor wanting some more what Come, Mr. DJ, won't you turn the music up?"
"Rihanna","Music Of The Sun",2005,"Here I Go Again","Na-na-na-na-na Na-na-na-na-na Na-na-na-na-na-na-na-na-na-na-na-na-na Na-na-na-na-na Na-na-na-na-na Na-na-na-na-na-oh-na-na-na-na-na-na-na It's been a minute since I saw you, boy Must admit, it's good to hear your voice And I guess that I forgot just how you make me feel when you're around See you haven't lost your sense of style And you still could melt me with your smile Can't deny that I still got these feelings deep inside It's funny how things could change, but still remain the same Isn't love just a crazy game? Baby, here I go again I look into your eyes and then my heart remembers when And I realize, I've never gotten over you Every time I hear your name It's like the sun shined through the rain And I realize it's happening Baby, here I go again Here I go again Still remember how you make me weak How I fought to find the words to speak I just can't escape the memories I tried, but I just can't break free Thought I closed the door on what we had But these feelings just keep coming back Didn't think that you could make me lose control like that It's funny how things could change, but still remain the same Isn't love just a crazy game? Baby, here I go again I look into your eyes and then my heart remembers when And I realize, I've never gotten over you Every time I hear your name It's like the sun shined through the rain And I realize it's happening Baby, here I go again Here I go again Sweet loving is my ting So you know mi got fi swing That's why yuh request it again Without a doubt yuh want to spend And to experience it again Because yuh love the way yuh felt back then So make me light it up again Reignite the flames again 'Cause I really miss them days when we used to chill Up on the hill watch the sun set in West Negril Girl yuh Bajan beauty it a gimme di chill Not to mention the way you are within It's funny how things could change, but still remain the same Isn't love just a crazy game? Baby, here I go again I look into your eyes and then my heart remembers when And I realize I've never gotten over you Every time I hear your name It's like the sun shined through the rain And I realize it's happening Baby, here I go again Here I go again Baby, here I go again Boy, I'm still in love with you, no matter what you do We belong together forever"
